file,lines,status,category,reason,source
enterprise/src/services/evidence_export.py,122,needed,core,Core product implementation files.,heuristic
enterprise/src/services/evidence_lake.py,196,needed,core,Core product implementation files.,heuristic
enterprise/src/services/explainability.py,112,needed,core,Core product implementation files.,heuristic
enterprise/src/services/feeds_service.py,221,needed,core,Core product implementation files.,heuristic
enterprise/src/services/fix_engine.py,103,needed,core,Core product implementation files.,heuristic
enterprise/src/services/golden_regression_store.py,481,needed,core,Core product implementation files.,heuristic
enterprise/src/services/knowledge_graph.py,869,needed,core,Core product implementation files.,heuristic
enterprise/src/services/llm_explanation_engine.py,531,needed,core,Core product implementation files.,heuristic
enterprise/src/services/marketplace.py,553,needed,core,Core product implementation files.,heuristic
enterprise/src/services/metrics.py,322,needed,core,Core product implementation files.,heuristic
enterprise/src/services/missing_oss_integrations.py,1212,needed,core,Core product implementation files.,heuristic
enterprise/src/services/oss_integrations.py,341,needed,core,Core product implementation files.,heuristic
enterprise/src/services/policy_engine.py,584,needed,core,Core product implementation files.,heuristic
enterprise/src/services/processing_layer.py,901,needed,core,Core product implementation files.,heuristic
enterprise/src/services/real_opa_engine.py,443,needed,core,Core product implementation files.,heuristic
enterprise/src/services/risk_scorer.py,138,needed,core,Core product implementation files.,heuristic
enterprise/src/services/rl_controller.py,132,needed,core,Core product implementation files.,heuristic
enterprise/src/services/sbom_parser.py,56,needed,core,Core product implementation files.,heuristic
enterprise/src/services/vector_store.py,419,needed,core,Core product implementation files.,heuristic
enterprise/src/services/vex_ingestion.py,281,needed,core,Core product implementation files.,heuristic
enterprise/src/utils/crypto.py,951,needed,core,Core product implementation files.,heuristic
enterprise/src/utils/logger.py,251,needed,core,Core product implementation files.,heuristic
enterprise/structlog/__init__.py,40,needed,core,Core product implementation files.,heuristic
enterprise/structlog/processors.py,51,needed,core,Core product implementation files.,heuristic
enterprise/structlog/stdlib.py,44,needed,core,Core product implementation files.,heuristic
enterprise/supervisord.conf,57,needed,core,Core product implementation files.,heuristic
enterprise/terraform/deployment.tf,127,needed,core,Core product implementation files.,heuristic
enterprise/terraform/main.tf,90,needed,core,Core product implementation files.,heuristic
enterprise/terraform/modules/backend/main.tf,272,needed,core,Core product implementation files.,heuristic
enterprise/terraform/modules/mongodb/main.tf,230,needed,core,Core product implementation files.,heuristic
enterprise/terraform/modules/namespace/main.tf,149,needed,core,Core product implementation files.,heuristic
enterprise/terraform/outputs.tf,104,needed,core,Core product implementation files.,heuristic
enterprise/test-bank-api.sh,90,needed,core,Core product implementation files.,heuristic
fastapi/FOLDER_README.md,12,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
fastapi/__init__.py,279,needed,vendor-shims,In-repo shims replacing third-party packages in restricted environments.,heuristic
fastapi/middleware/__init__.py,1,needed,vendor-shims,In-repo shims replacing third-party packages in restricted environments.,heuristic
fastapi/middleware/cors.py,21,needed,vendor-shims,In-repo shims replacing third-party packages in restricted environments.,heuristic
fastapi/security.py,10,needed,vendor-shims,In-repo shims replacing third-party packages in restricted environments.,heuristic
fastapi/testclient.py,58,needed,vendor-shims,In-repo shims replacing third-party packages in restricted environments.,heuristic
fixops-blended-enterprise/src/__init__.py,0,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/api/__init__.py,2,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/api/dependencies.py,51,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/api/v1/__init__.py,14,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/api/v1/artefacts.py,528,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/api/v1/cicd.py,40,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/api/v1/evidence.py,30,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/api/v1/marketplace.py,22,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/config/__init__.py,0,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/config/settings.py,47,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/core/__init__.py,0,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/core/middleware.py,340,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/main.py,61,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/__init__.py,7,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/ci_adapters/__init__.py,8,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/ci_adapters/github_adapter.py,99,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/ci_adapters/jenkins_adapter.py,73,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/ci_adapters/sonarqube_adapter.py,51,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/compliance.py,118,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/decision_engine.py,177,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/evidence.py,54,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/feeds_service.py,221,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/id_allocator.py,43,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/marketplace.py,70,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/metrics.py,31,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/run_registry.py,158,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/runtime.py,13,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/signing.py,107,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/services/vex_ingestion.py,24,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/utils/__init__.py,0,needed,core,Core product implementation files.,heuristic
fixops-blended-enterprise/src/utils/logger.py,251,needed,core,Core product implementation files.,heuristic
fixops_enterprise.db,90,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend,0,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/FOLDER_README.md,7,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
frontend-akido-public/README.md,33,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
frontend-akido-public/index.html,12,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/package-lock.json,6285,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/package.json,26,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/src/App.jsx,28,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/src/components/ModeToggle.jsx,155,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/src/components/SecurityLayout.jsx,353,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/src/index.css,41,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/src/main.jsx,13,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/src/pages/ArchitectureCenter.jsx,561,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/src/pages/ArchitecturePage.jsx,165,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/src/pages/CommandCenter.jsx,613,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/src/pages/DeveloperOps.jsx,446,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/src/pages/ExecutiveBriefing.jsx,570,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/src/pages/InstallPage.jsx,161,supporting,misc,No specific rule matched; defaulting to supporting.,default
frontend-akido-public/vite.config.js,10,supporting,misc,No specific rule matched; defaulting to supporting.,default
index/FOLDER_README.md,10,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
index/INVENTORY.csv,170,supporting,misc,No specific rule matched; defaulting to supporting.,default
index/TREE.txt,541,supporting,misc,No specific rule matched; defaulting to supporting.,default
index/graph.json,299,supporting,misc,No specific rule matched; defaulting to supporting.,default
lib4sbom/FOLDER_README.md,8,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
lib4sbom/__init__.py,4,supporting,misc,No specific rule matched; defaulting to supporting.,default
lib4sbom/parser.py,55,supporting,misc,No specific rule matched; defaulting to supporting.,default
market/COMP_MATRIX.csv,11,supporting,misc,No specific rule matched; defaulting to supporting.,default
market/DEMO_STORY.md,35,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
market/ENTERPRISE_READINESS.md,46,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
market/FOLDER_README.md,12,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
market/GTM_PLAN.md,42,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
market/MARKET_REPORT.md,92,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
market/POSITIONING.md,30,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
market/PRICING.md,25,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
market/USP_ENHANCEMENTS.md,31,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
marketplace/packs/iso/ac-1/network-segmentation.json,10,needed,marketplace,Marketplace metadata served by new API endpoints.,heuristic
marketplace/packs/iso/ac-2/least-privilege.json,10,needed,marketplace,Marketplace metadata served by new API endpoints.,heuristic
marketplace/packs/pci/8.3/mfa.json,10,needed,marketplace,Marketplace metadata served by new API endpoints.,heuristic
mypy.ini,7,supporting,misc,No specific rule matched; defaulting to supporting.,default
new_backend/__init__.py,5,supporting,misc,No specific rule matched; defaulting to supporting.,default
new_backend/api.py,3,supporting,misc,No specific rule matched; defaulting to supporting.,default
new_backend/processing/__init__.py,3,supporting,misc,No specific rule matched; defaulting to supporting.,default
new_backend/processing/bayesian.py,3,supporting,misc,No specific rule matched; defaulting to supporting.,default
new_backend/processing/explanation.py,3,supporting,misc,No specific rule matched; defaulting to supporting.,default
new_backend/processing/knowledge_graph.py,3,supporting,misc,No specific rule matched; defaulting to supporting.,default
new_backend/processing/sarif.py,3,supporting,misc,No specific rule matched; defaulting to supporting.,default
perf/BASELINE.md,12,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
perf/BENCHMARKS.csv,3,supporting,misc,No specific rule matched; defaulting to supporting.,default
perf/CHANGES.md,13,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
perf/FOLDER_README.md,14,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
prototypes/decider/FOLDER_README.md,22,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
prototypes/decider/__init__.py,0,supporting,misc,No specific rule matched; defaulting to supporting.,default
prototypes/decider/api.py,85,supporting,misc,No specific rule matched; defaulting to supporting.,default
prototypes/decider/processing/FOLDER_README.md,20,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
prototypes/decider/processing/__init__.py,22,supporting,misc,No specific rule matched; defaulting to supporting.,default
prototypes/decider/processing/bayesian.py,405,supporting,misc,No specific rule matched; defaulting to supporting.,default
prototypes/decider/processing/explanation.py,195,supporting,misc,No specific rule matched; defaulting to supporting.,default
prototypes/decider/processing/knowledge_graph.py,238,supporting,misc,No specific rule matched; defaulting to supporting.,default
prototypes/decider/processing/sarif.py,231,supporting,misc,No specific rule matched; defaulting to supporting.,default
pydantic/FOLDER_README.md,7,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
pydantic/__init__.py,313,needed,vendor-shims,In-repo shims replacing third-party packages in restricted environments.,heuristic
pydantic_settings/__init__.py,85,needed,vendor-shims,In-repo shims replacing third-party packages in restricted environments.,heuristic
pytest.ini,4,supporting,misc,No specific rule matched; defaulting to supporting.,default
real_components_test.py,545,supporting,misc,No specific rule matched; defaulting to supporting.,default
requirements.dev.txt,7,needed,tooling,Tooling required to execute workflows and pipelines.,heuristic
requirements.txt,6,needed,tooling,Tooling required to execute workflows and pipelines.,heuristic
reviews/2024-09-05_enterprise_demo_review.md,46,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
reviews/missing_artifacts.md,3,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
reviews/module_summary_v1.yaml,134,supporting,misc,No specific rule matched; defaulting to supporting.,default
reviews/repo_map_v1.yaml,75,supporting,misc,No specific rule matched; defaulting to supporting.,default
reviews/review_ci_v1.yaml,28,supporting,misc,No specific rule matched; defaulting to supporting.,default
reviews/review_consolidated_v1.yaml,120,supporting,misc,No specific rule matched; defaulting to supporting.,default
reviews/review_overall_v1.yaml,71,supporting,misc,No specific rule matched; defaulting to supporting.,default
reviews/review_performance_v1.yaml,28,supporting,misc,No specific rule matched; defaulting to supporting.,default
reviews/review_security_v1.yaml,41,supporting,misc,No specific rule matched; defaulting to supporting.,default
reviews/review_testing_v1.yaml,30,supporting,misc,No specific rule matched; defaulting to supporting.,default
sarif_om.py,13,supporting,misc,No specific rule matched; defaulting to supporting.,default
scripts/FOLDER_README.md,8,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
scripts/bootstrap.sh,27,needed,tooling,Tooling required to execute workflows and pipelines.,heuristic
scripts/generate_analysis.py,239,needed,tooling,Tooling required to execute workflows and pipelines.,heuristic
scripts/generate_index.py,195,needed,tooling,Tooling required to execute workflows and pipelines.,heuristic
scripts/run_demo_steps.py,118,needed,tooling,Tooling required to execute workflows and pipelines.,heuristic
scripts/run_real_cve_playbook.py,122,needed,tooling,Tooling required to execute workflows and pipelines.,heuristic
simulations/FOLDER_README.md,11,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/cve_scenario/FOLDER_README.md,14,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/cve_scenario/__init__.py,5,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/cve_scenario/contexts.json,42,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/cve_scenario/runner.py,391,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/demo_pack/decision-input.json,12,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/demo_pack/design-input.json,10,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/demo_pack/ops-telemetry.json,1,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/demo_pack/provenance.slsa.json,1,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/demo_pack/requirements-input.csv,3,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/demo_pack/sbom.json,6,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/demo_pack/scanner.sarif,1,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/demo_pack/tests-input.json,1,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/demo_pack/tfplan.json,6,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/build/inputs/sbom.json,7,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/build/outputs/component_index.json,7,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/deploy/inputs/iac.tfplan.json,5,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/deploy/outputs/iac_posture.json,4,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/design/inputs/design_context.csv,4,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/design/inputs/overlay.yaml,3,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/design/outputs/design_crosswalk.json,11,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/operate/inputs/epss.json,5,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/operate/inputs/kev.json,5,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/operate/outputs/exploitability.json,6,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/requirements/inputs/controls.json,6,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/requirements/outputs/policy_plan.json,6,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/run.py,304,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/test/inputs/scanner.sarif,12,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
simulations/ssdlc/test/outputs/normalized_findings.json,7,not_needed,demo-fixture,Sample/demo data for simulations; omit in production deployments.,heuristic
ssvc/FOLDER_README.md,8,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
ssvc/__init__.py,56,supporting,misc,No specific rule matched; defaulting to supporting.,default
ssvc/plugins/FOLDER_README.md,7,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
ssvc/plugins/__init__.py,1,supporting,misc,No specific rule matched; defaulting to supporting.,default
ssvc/plugins/deployer.py,162,supporting,misc,No specific rule matched; defaulting to supporting.,default
test_frontend.py,58,supporting,misc,No specific rule matched; defaulting to supporting.,default
test_result.md,624,supporting,documentation,Human-facing documentation that accelerates onboarding and reviews.,heuristic
tests/FOLDER_README.md,17,needed,tests,Automated regression coverage for the platform.,heuristic
tests/__init__.py,0,needed,tests,Automated regression coverage for the platform.,heuristic
tests/conftest.py,159,needed,tests,Automated regression coverage for the platform.,heuristic
tests/fixtures/FOLDER_README.md,10,needed,tests,Automated regression coverage for the platform.,heuristic
tests/fixtures/design_context.csv,4,needed,tests,Automated regression coverage for the platform.,heuristic
tests/fixtures/github_dependency_snapshot.json,24,needed,tests,Automated regression coverage for the platform.,heuristic
tests/fixtures/syft_sample_sbom.json,32,needed,tests,Automated regression coverage for the platform.,heuristic
tests/sample_modules.py,9,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_ai_agents.py,40,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_analytics_store.py,76,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_api_artefacts.py,83,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_api_dependencies.py,118,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_backend_security.py,29,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_ci_adapters.py,79,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_cicd_signature.py,96,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_cli.py,238,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_compliance.py,13,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_compliance_rollup.py,26,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_cors_jwt.py,27,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_crypto_signing.py,72,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_cve_simulation.py,131,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_decision_top_factors.py,19,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_demo_runner.py,23,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_design_context_injector.py,73,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_end_to_end.py,525,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_enterprise_compliance.py,21,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_evidence.py,56,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_evidence_export.py,44,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_evidence_retrieval_fastpath.py,55,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_explainability.py,30,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_explainability_service.py,22,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_exploit_refresh.py,19,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_exploit_signals.py,129,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_feature_matrix.py,259,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_feedback.py,112,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_feeds_enrichment.py,78,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_golden_regression.py,192,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_golden_regression_store.py,119,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_http_metrics.py,109,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_id_allocator.py,33,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_key_management.py,239,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_marketplace_recos.py,10,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_new_backend_api.py,80,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_new_backend_processing.py,237,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_new_modules.py,106,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_normalizers.py,67,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_ops_hardening.py,36,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_overlay_configuration.py,281,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_pipeline_integration.py,29,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_pipeline_matching.py,561,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_policy_connectors.py,96,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_policy_kevs.py,110,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_policy_opa.py,79,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_postman_ci_sync.py,30,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_postman_phase_collections.py,128,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_probabilistic.py,87,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_processing_layer_fallbacks.py,54,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_rate_limit.py,36,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_real_opa_engine_factory.py,31,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_risk_adjustment.py,91,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_rl_controller.py,31,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_run_registry.py,65,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_secure_defaults.py,25,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_signing_verify.py,28,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_ssdlc_runner.py,60,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_storage_security.py,26,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_tenant_rbac.py,23,needed,tests,Automated regression coverage for the platform.,heuristic
tests/test_vex_ingestion.py,38,needed,tests,Automated regression coverage for the platform.,heuristic
torch/__init__.py,58,supporting,misc,No specific rule matched; defaulting to supporting.,default
